User_ID,Age,Height_CM,Weight_KG,BMI,Gender,Fitness_Goal,Available_Hours_Per_Week,Fitness_Experience,Age_Category,BMI_Category,Hours_Category,Activity_Score,Fitness_Level_Class
FIE_02427,60,174.8,97.1,31.8,Male,Endurance/Cardio,6.35,Some Experience,Middle Aged,Obese,Moderate,61.3,Intermediate
FIE_02428,20,152.6,73.2,31.4,Female,Weight Loss,4.86,Never Exercised,Young Adult,Obese,Moderate,43.5,Beginner
FIE_02429,27,177.0,83.8,26.8,Male,General Fitness,7.61,Advanced,Young Adult,Overweight,High,78.3,Athlete
FIE_02430,56,187.9,106.0,30.0,Male,Endurance/Cardio,3.09,Beginner,Middle Aged,Obese,Moderate,45.8,Beginner
FIE_02431,50,174.0,97.3,32.1,Male,General Fitness,5.0,Some Experience,Middle Aged,Obese,Moderate,52.2,Beginner
FIE_02432,27,174.2,80.5,26.5,Male,Weight Loss,5.17,Advanced,Young Adult,Overweight,Moderate,70.5,Advanced
FIE_02433,59,188.3,111.6,31.5,Male,Endurance/Cardio,2.15,Advanced,Middle Aged,Obese,Minimal,48.9,Beginner
FIE_02434,28,178.2,79.3,25.0,Male,Weight Loss,7.12,Advanced,Young Adult,Overweight,High,71.7,Athlete
FIE_02435,25,170.5,75.4,25.9,Female,General Fitness,5.56,Beginner,Young Adult,Overweight,Moderate,60.5,Intermediate
FIE_02436,23,164.0,71.0,26.4,Male,Weight Loss,2.6,Beginner,Young Adult,Overweight,Minimal,47.8,Beginner
FIE_02437,65,160.1,89.1,34.8,Female,General Fitness,1.52,Beginner,Senior,Obese,Minimal,30.3,Beginner
FIE_02438,27,168.4,66.3,23.4,Male,Muscle Building,1.5,Some Experience,Young Adult,Normal,Minimal,64.9,Advanced
FIE_02439,64,158.9,53.4,21.1,Female,Weight Loss,1.36,Beginner,Senior,Normal,Minimal,44.5,Beginner
FIE_02440,23,161.6,62.1,23.8,Female,General Fitness,13.34,Some Experience,Young Adult,Normal,High,90.0,Athlete
FIE_02441,56,168.5,77.6,27.3,Female,Weight Loss,7.13,Beginner,Middle Aged,Overweight,High,56.9,Intermediate
FIE_02442,22,169.3,69.9,24.4,Female,Endurance/Cardio,2.04,Some Experience,Young Adult,Normal,Minimal,64.7,Advanced
FIE_02443,34,176.7,70.2,22.5,Female,General Fitness,14.33,Some Experience,Adult,Normal,High,83.6,Athlete
FIE_02444,38,163.3,62.3,23.4,Female,Weight Loss,5.46,Never Exercised,Adult,Normal,Moderate,56.3,Intermediate
FIE_02445,40,175.6,84.7,27.5,Male,Weight Loss,4.8,Some Experience,Adult,Overweight,Moderate,61.9,Intermediate
FIE_02446,18,168.1,69.4,24.6,Male,Muscle Building,4.27,Some Experience,Young Adult,Normal,Moderate,73.0,Athlete
FIE_02447,45,166.4,65.2,23.6,Female,Muscle Building,4.57,Advanced,Adult,Normal,Moderate,72.5,Athlete
FIE_02448,41,184.6,83.1,24.4,Male,Weight Loss,3.55,Beginner,Adult,Normal,Moderate,58.0,Intermediate
FIE_02449,23,181.4,88.9,27.0,Male,Endurance/Cardio,3.55,Some Experience,Young Adult,Overweight,Moderate,58.7,Intermediate
FIE_02450,42,155.7,63.7,26.3,Female,Weight Loss,6.15,Some Experience,Adult,Overweight,Moderate,67.3,Advanced
FIE_02451,30,183.3,73.4,21.9,Male,General Fitness,5.03,Never Exercised,Young Adult,Normal,Moderate,52.1,Intermediate
FIE_02452,18,153.7,63.1,26.7,Female,Weight Loss,2.46,Beginner,Young Adult,Overweight,Minimal,54.3,Intermediate
FIE_02453,38,164.6,62.9,23.2,Female,General Fitness,5.83,Some Experience,Adult,Normal,Moderate,68.7,Advanced
FIE_02454,36,160.2,68.0,26.5,Male,Muscle Building,5.17,Advanced,Adult,Overweight,Moderate,72.3,Advanced
FIE_02455,40,167.1,66.0,23.6,Female,Endurance/Cardio,12.68,Some Experience,Adult,Normal,High,82.1,Athlete
FIE_02456,41,170.3,63.8,22.0,Male,Weight Loss,19.83,Advanced,Adult,Normal,High,90.4,Athlete
FIE_02457,40,174.5,99.4,32.7,Male,Muscle Building,16.33,Beginner,Adult,Obese,High,75.1,Athlete
FIE_02458,51,163.6,91.4,34.2,Female,Endurance/Cardio,6.4,Some Experience,Middle Aged,Obese,Moderate,62.7,Intermediate
FIE_02459,55,187.3,82.9,23.6,Male,Weight Loss,3.97,Some Experience,Middle Aged,Normal,Moderate,58.5,Intermediate
FIE_02460,23,167.9,88.5,31.4,Male,Weight Loss,2.39,Beginner,Young Adult,Obese,Minimal,48.5,Beginner
FIE_02461,29,163.0,88.2,33.2,Female,Weight Loss,7.5,Some Experience,Young Adult,Obese,High,69.8,Advanced
FIE_02462,46,180.9,90.8,27.7,Male,Weight Loss,5.49,Some Experience,Middle Aged,Overweight,Moderate,61.9,Intermediate
FIE_02463,40,185.3,76.3,22.2,Male,Endurance/Cardio,5.98,Some Experience,Adult,Normal,Moderate,71.6,Advanced
FIE_02464,38,177.6,57.2,18.1,Male,General Fitness,4.27,Some Experience,Adult,Underweight,Moderate,56.4,Intermediate
FIE_02465,50,161.7,69.5,26.6,Female,Weight Loss,2.17,Advanced,Middle Aged,Overweight,Minimal,58.4,Intermediate
FIE_02466,35,175.4,103.4,33.6,Male,Muscle Building,5.73,Beginner,Adult,Obese,Moderate,58.7,Intermediate
FIE_02467,22,170.0,78.3,27.1,Male,General Fitness,1.22,Advanced,Young Adult,Overweight,Minimal,65.4,Advanced
FIE_02468,51,178.9,88.2,27.6,Male,General Fitness,2.27,Some Experience,Middle Aged,Overweight,Minimal,47.7,Beginner
FIE_02469,64,157.5,68.3,27.6,Female,Weight Loss,5.01,Some Experience,Senior,Overweight,Moderate,54.8,Beginner
FIE_02470,53,165.1,65.3,24.0,Female,General Fitness,3.21,Some Experience,Middle Aged,Normal,Moderate,58.8,Intermediate
FIE_02471,55,173.9,69.7,23.1,Male,General Fitness,8.55,Advanced,Middle Aged,Normal,High,77.9,Athlete
FIE_02472,39,156.7,49.7,20.3,Female,Weight Loss,5.24,Some Experience,Adult,Normal,Moderate,71.4,Advanced
FIE_02473,60,174.6,70.4,23.1,Male,Muscle Building,1.57,Never Exercised,Middle Aged,Normal,Minimal,39.5,Beginner
FIE_02474,28,170.9,67.2,23.0,Male,Muscle Building,12.6,Advanced,Young Adult,Normal,High,97.5,Athlete
FIE_02475,42,169.4,62.3,21.7,Male,Muscle Building,17.79,Some Experience,Adult,Normal,High,84.5,Athlete
FIE_02476,27,170.9,62.9,21.5,Male,Weight Loss,2.76,Beginner,Young Adult,Normal,Minimal,56.1,Intermediate
FIE_02477,70,166.0,90.7,32.9,Female,General Fitness,11.14,Some Experience,Senior,Obese,High,62.8,Intermediate
FIE_02478,69,189.3,79.1,22.1,Male,Endurance/Cardio,1.97,Beginner,Senior,Normal,Minimal,52.4,Beginner
FIE_02479,34,162.8,48.3,18.2,Male,Weight Loss,4.79,Advanced,Adult,Underweight,Moderate,62.0,Intermediate
FIE_02480,44,174.0,83.9,27.7,Male,Weight Loss,1.8,Advanced,Adult,Overweight,Minimal,60.8,Intermediate
FIE_02481,28,163.3,79.6,29.8,Female,Weight Loss,4.25,Beginner,Young Adult,Overweight,Moderate,55.0,Intermediate
FIE_02482,18,164.3,56.5,20.9,Female,Muscle Building,2.2,Some Experience,Young Adult,Normal,Minimal,62.2,Advanced
FIE_02483,45,171.6,51.5,17.5,Female,General Fitness,1.0,Beginner,Adult,Underweight,Minimal,39.5,Beginner
FIE_02484,43,159.7,66.4,26.0,Female,Weight Loss,6.63,Some Experience,Adult,Overweight,Moderate,66.1,Advanced
FIE_02485,68,159.6,69.6,27.3,Female,Endurance/Cardio,5.61,Never Exercised,Senior,Overweight,Moderate,44.5,Beginner
FIE_02486,44,169.2,75.2,26.3,Male,General Fitness,11.08,Some Experience,Adult,Overweight,High,71.7,Athlete
FIE_02487,36,150.6,47.5,21.0,Female,General Fitness,3.85,Never Exercised,Adult,Normal,Moderate,54.5,Intermediate
FIE_02488,22,174.8,74.5,24.4,Male,Endurance/Cardio,11.15,Advanced,Young Adult,Normal,High,97.6,Athlete
FIE_02489,41,173.6,61.3,20.4,Male,Weight Loss,17.77,Beginner,Adult,Normal,High,82.2,Athlete
FIE_02490,51,165.8,63.3,23.0,Male,Muscle Building,19.61,Beginner,Middle Aged,Normal,High,84.7,Athlete
FIE_02491,67,156.8,54.3,22.1,Female,Endurance/Cardio,10.14,Advanced,Senior,Normal,High,80.9,Athlete
FIE_02492,42,160.7,90.2,34.9,Male,Muscle Building,4.33,Never Exercised,Adult,Obese,Moderate,41.3,Beginner
FIE_02493,30,170.3,98.6,34.0,Male,Endurance/Cardio,16.76,Advanced,Young Adult,Obese,High,89.0,Athlete
FIE_02494,55,159.0,57.9,22.9,Male,Muscle Building,3.8,Never Exercised,Middle Aged,Normal,Moderate,46.2,Beginner
FIE_02495,52,179.1,93.1,29.0,Male,Endurance/Cardio,1.47,Some Experience,Middle Aged,Overweight,Minimal,50.5,Beginner
FIE_02496,33,167.5,81.0,28.9,Male,General Fitness,17.13,Some Experience,Adult,Overweight,High,79.8,Athlete
FIE_02497,48,169.6,65.6,22.8,Female,General Fitness,6.78,Some Experience,Middle Aged,Normal,Moderate,74.0,Athlete
FIE_02498,30,157.6,66.5,26.8,Female,Weight Loss,3.24,Never Exercised,Young Adult,Overweight,Moderate,39.3,Beginner
FIE_02499,38,156.7,84.6,34.4,Female,Weight Loss,12.37,Some Experience,Adult,Obese,High,69.9,Advanced
FIE_02500,19,168.2,50.8,17.9,Female,Endurance/Cardio,2.62,Advanced,Young Adult,Underweight,Minimal,63.1,Advanced
FIE_02501,22,167.9,62.8,22.3,Other,General Fitness,2.55,Beginner,Young Adult,Normal,Minimal,53.1,Intermediate
FIE_02502,26,174.7,86.8,28.4,Male,Muscle Building,1.0,Never Exercised,Young Adult,Overweight,Minimal,42.9,Beginner
FIE_02503,34,185.4,94.0,27.3,Male,Weight Loss,5.93,Advanced,Adult,Overweight,Moderate,63.8,Advanced
FIE_02504,53,178.7,65.7,20.6,Male,Weight Loss,3.07,Advanced,Middle Aged,Normal,Moderate,65.3,Advanced
FIE_02505,26,161.5,59.6,22.8,Female,Weight Loss,1.0,Advanced,Young Adult,Normal,Minimal,65.7,Advanced
FIE_02506,24,153.8,50.1,21.2,Female,General Fitness,1.29,Beginner,Young Adult,Normal,Minimal,55.6,Intermediate
FIE_02507,50,184.1,95.2,28.1,Male,Weight Loss,1.88,Some Experience,Middle Aged,Overweight,Minimal,46.3,Beginner
FIE_02508,55,168.4,93.0,32.8,Female,Endurance/Cardio,1.32,Advanced,Middle Aged,Obese,Minimal,51.9,Beginner
FIE_02509,24,165.1,60.7,22.2,Female,General Fitness,18.64,Advanced,Young Adult,Normal,High,95.7,Athlete
FIE_02510,41,155.4,65.9,27.3,Female,Weight Loss,1.41,Advanced,Adult,Overweight,Minimal,59.8,Intermediate
FIE_02511,67,154.2,45.5,19.1,Female,Weight Loss,4.13,Some Experience,Senior,Normal,Moderate,62.0,Intermediate
FIE_02512,18,160.5,69.7,27.0,Male,Weight Loss,5.38,Beginner,Young Adult,Overweight,Moderate,57.8,Intermediate
FIE_02513,37,160.7,57.0,22.1,Female,Endurance/Cardio,1.94,Beginner,Adult,Normal,Minimal,56.5,Intermediate
FIE_02514,35,189.1,95.1,26.6,Male,General Fitness,1.0,Never Exercised,Adult,Overweight,Minimal,37.6,Beginner
FIE_02515,22,180.3,70.0,21.6,Male,Muscle Building,16.35,Some Experience,Young Adult,Normal,High,85.1,Athlete
FIE_02516,27,166.1,86.2,31.2,Male,Endurance/Cardio,1.29,Some Experience,Young Adult,Obese,Minimal,50.3,Beginner
FIE_02517,57,173.4,83.7,27.8,Female,Endurance/Cardio,4.0,Beginner,Middle Aged,Overweight,Moderate,48.8,Beginner
FIE_02518,38,166.5,63.7,23.0,Female,Muscle Building,4.17,Beginner,Adult,Normal,Moderate,63.2,Advanced
FIE_02519,20,169.1,61.7,21.6,Male,Weight Loss,5.94,Advanced,Young Adult,Normal,Moderate,72.0,Athlete
FIE_02520,31,186.3,94.6,27.2,Male,Endurance/Cardio,8.99,Advanced,Adult,Overweight,High,79.4,Athlete
FIE_02521,18,168.4,60.6,21.4,Male,Muscle Building,9.99,Never Exercised,Young Adult,Normal,High,67.4,Advanced
FIE_02522,55,166.7,73.4,26.4,Female,General Fitness,5.23,Some Experience,Middle Aged,Overweight,Moderate,51.3,Beginner
FIE_02523,21,156.3,63.9,26.2,Female,Weight Loss,5.1,Some Experience,Young Adult,Overweight,Moderate,67.9,Advanced
FIE_02524,37,170.9,78.2,26.8,Male,Endurance/Cardio,11.42,Beginner,Adult,Overweight,High,73.6,Athlete
FIE_02525,33,165.7,58.5,21.3,Female,General Fitness,4.93,Beginner,Adult,Normal,Moderate,68.5,Advanced
FIE_02526,39,177.1,70.9,22.6,Male,Muscle Building,4.95,Advanced,Adult,Normal,Moderate,76.1,Athlete
FIE_02527,41,178.2,71.3,22.5,Other,Muscle Building,19.43,Never Exercised,Adult,Normal,High,72.7,Athlete
FIE_02528,49,189.0,81.1,22.7,Male,General Fitness,13.76,Beginner,Middle Aged,Normal,High,76.8,Athlete
FIE_02529,23,150.0,62.3,27.7,Female,Weight Loss,17.26,Advanced,Young Adult,Overweight,High,87.7,Athlete
FIE_02530,24,166.6,57.7,20.8,Male,Weight Loss,3.39,Some Experience,Young Adult,Normal,Moderate,65.9,Advanced
FIE_02531,30,181.5,71.3,21.7,Male,Muscle Building,1.75,Never Exercised,Young Adult,Normal,Minimal,48.7,Beginner
FIE_02532,67,169.1,96.3,33.6,Male,Weight Loss,1.27,Some Experience,Senior,Obese,Minimal,42.1,Beginner
FIE_02533,51,177.9,69.1,21.8,Male,Muscle Building,1.65,Beginner,Middle Aged,Normal,Minimal,51.3,Beginner
FIE_02534,34,177.3,85.5,27.2,Male,Muscle Building,5.72,Beginner,Adult,Overweight,Moderate,59.6,Intermediate
FIE_02535,37,169.7,76.6,26.6,Male,General Fitness,2.72,Beginner,Adult,Overweight,Minimal,46.7,Beginner
FIE_02536,44,167.5,51.3,18.3,Male,Weight Loss,1.38,Advanced,Adult,Underweight,Minimal,54.2,Beginner
FIE_02537,20,168.1,64.3,22.8,Male,Weight Loss,6.58,Some Experience,Young Adult,Normal,Moderate,76.1,Athlete
FIE_02538,18,154.0,65.8,27.8,Female,General Fitness,3.19,Beginner,Young Adult,Overweight,Moderate,55.2,Intermediate
FIE_02539,61,185.8,76.3,22.1,Male,General Fitness,5.62,Beginner,Senior,Normal,Moderate,54.3,Beginner
FIE_02540,39,169.6,79.6,27.7,Male,Endurance/Cardio,6.38,Beginner,Adult,Overweight,Moderate,61.5,Intermediate
FIE_02541,42,150.7,61.4,27.0,Female,General Fitness,3.2,Beginner,Adult,Overweight,Moderate,51.4,Beginner
FIE_02542,49,156.1,55.7,22.9,Female,Muscle Building,2.61,Beginner,Middle Aged,Normal,Minimal,54.5,Beginner
FIE_02543,22,159.1,59.8,23.6,Female,General Fitness,2.04,Beginner,Young Adult,Normal,Minimal,57.9,Intermediate
FIE_02544,20,161.6,61.1,23.4,Female,Endurance/Cardio,6.45,Advanced,Young Adult,Normal,Moderate,80.8,Athlete
FIE_02545,25,156.0,54.5,22.4,Female,Muscle Building,17.52,Advanced,Young Adult,Normal,High,96.7,Athlete
FIE_02546,53,158.4,68.3,27.2,Male,Weight Loss,4.08,Some Experience,Middle Aged,Overweight,Moderate,62.1,Intermediate
FIE_02547,38,173.0,80.9,27.0,Male,Weight Loss,2.07,Advanced,Adult,Overweight,Minimal,55.1,Intermediate
FIE_02548,30,170.8,61.4,21.0,Male,Muscle Building,6.02,Some Experience,Young Adult,Normal,Moderate,73.8,Athlete
FIE_02549,47,164.9,73.0,26.9,Female,Weight Loss,5.36,Advanced,Middle Aged,Overweight,Moderate,63.4,Intermediate
FIE_02550,66,161.2,78.3,30.1,Female,Weight Loss,12.5,Never Exercised,Senior,Obese,High,50.5,Beginner
FIE_02551,36,159.5,89.4,35.1,Female,Weight Loss,18.01,Some Experience,Adult,Obese,High,86.7,Athlete
FIE_02552,55,186.3,114.6,33.0,Male,Endurance/Cardio,2.15,Beginner,Middle Aged,Obese,Minimal,46.1,Beginner
FIE_02553,26,163.5,47.4,17.7,Female,Muscle Building,10.64,Beginner,Young Adult,Underweight,High,75.1,Athlete
FIE_02554,67,159.6,81.7,32.1,Female,Weight Loss,5.76,Some Experience,Senior,Obese,Moderate,48.9,Beginner
FIE_02555,52,186.5,107.9,31.0,Male,General Fitness,6.57,Beginner,Middle Aged,Obese,Moderate,42.7,Beginner
FIE_02556,68,178.0,88.6,28.0,Male,Weight Loss,6.06,Never Exercised,Senior,Overweight,Moderate,41.4,Beginner
FIE_02557,21,168.3,62.5,22.1,Male,Endurance/Cardio,5.15,Never Exercised,Young Adult,Normal,Moderate,61.9,Advanced
FIE_02558,25,174.1,55.7,18.4,Male,Muscle Building,2.23,Some Experience,Young Adult,Underweight,Minimal,58.3,Intermediate
FIE_02559,56,176.4,83.1,26.7,Male,Weight Loss,3.59,Beginner,Middle Aged,Overweight,Moderate,44.3,Beginner
FIE_02560,41,162.2,57.1,21.7,Female,Muscle Building,3.85,Never Exercised,Adult,Normal,Moderate,53.6,Intermediate
FIE_02561,30,166.7,49.6,17.8,Male,Muscle Building,3.84,Some Experience,Young Adult,Underweight,Moderate,66.5,Advanced
FIE_02562,49,172.8,69.4,23.2,Male,Weight Loss,3.95,Never Exercised,Middle Aged,Normal,Moderate,45.6,Beginner
FIE_02563,55,173.0,84.3,28.2,Female,General Fitness,1.75,Advanced,Middle Aged,Overweight,Minimal,55.0,Beginner
FIE_02564,45,175.8,82.1,26.6,Female,Endurance/Cardio,9.84,Advanced,Adult,Overweight,High,82.4,Athlete
FIE_02565,29,174.5,64.9,21.3,Male,Endurance/Cardio,16.03,Never Exercised,Young Adult,Normal,High,80.7,Athlete
FIE_02566,37,156.8,84.2,34.3,Female,Weight Loss,2.12,Some Experience,Adult,Obese,Minimal,47.5,Beginner
FIE_02567,45,156.7,78.0,31.8,Female,Weight Loss,3.22,Some Experience,Adult,Obese,Moderate,54.4,Beginner
FIE_02568,42,158.0,56.4,22.6,Female,Weight Loss,2.06,Advanced,Adult,Normal,Minimal,61.5,Intermediate
FIE_02569,31,164.4,75.0,27.8,Female,Weight Loss,2.42,Some Experience,Adult,Overweight,Minimal,52.5,Beginner
FIE_02570,33,174.6,73.9,24.3,Male,Weight Loss,4.44,Some Experience,Adult,Normal,Moderate,66.6,Advanced
FIE_02571,27,182.9,76.7,22.9,Male,Muscle Building,1.0,Some Experience,Young Adult,Normal,Minimal,65.1,Advanced
FIE_02572,60,178.6,70.3,22.0,Male,General Fitness,1.11,Advanced,Middle Aged,Normal,Minimal,60.9,Intermediate
FIE_02573,27,177.9,68.1,21.5,Male,Endurance/Cardio,17.4,Some Experience,Young Adult,Normal,High,89.9,Athlete
FIE_02574,28,190.1,77.6,21.5,Male,Endurance/Cardio,4.21,Beginner,Young Adult,Normal,Moderate,63.7,Advanced
FIE_02575,47,178.9,75.3,23.5,Male,Weight Loss,4.38,Beginner,Middle Aged,Normal,Moderate,58.4,Intermediate
FIE_02576,49,171.3,88.3,30.1,Male,General Fitness,13.16,Beginner,Middle Aged,Obese,High,63.0,Intermediate
FIE_02577,58,181.7,70.9,21.5,Male,Weight Loss,5.88,Some Experience,Middle Aged,Normal,Moderate,60.9,Intermediate
FIE_02578,28,172.9,67.1,22.5,Female,Muscle Building,3.52,Beginner,Young Adult,Normal,Moderate,64.1,Advanced
FIE_02579,28,182.8,78.6,23.5,Male,Endurance/Cardio,3.26,Some Experience,Young Adult,Normal,Moderate,63.3,Advanced
FIE_02580,58,166.3,62.2,22.5,Female,Endurance/Cardio,18.33,Beginner,Middle Aged,Normal,High,81.2,Athlete
FIE_02581,33,167.2,60.6,21.7,Female,General Fitness,6.7,Advanced,Adult,Normal,Moderate,78.6,Athlete
FIE_02582,45,183.9,100.7,29.8,Male,General Fitness,4.69,Beginner,Adult,Overweight,Moderate,56.9,Intermediate
FIE_02583,52,175.4,87.0,28.3,Male,Weight Loss,3.9,Beginner,Middle Aged,Overweight,Moderate,49.3,Beginner
FIE_02584,61,156.1,70.6,29.0,Female,Endurance/Cardio,6.98,Beginner,Senior,Overweight,Moderate,54.9,Beginner
FIE_02585,54,150.0,62.7,27.9,Female,Muscle Building,1.0,Never Exercised,Middle Aged,Overweight,Minimal,35.1,Beginner
FIE_02586,48,180.1,93.2,28.7,Male,Muscle Building,5.5,Some Experience,Middle Aged,Overweight,Moderate,58.3,Intermediate
FIE_02587,28,163.1,61.1,23.0,Male,Weight Loss,1.68,Beginner,Young Adult,Normal,Minimal,57.1,Intermediate
FIE_02588,21,166.3,62.3,22.5,Female,Endurance/Cardio,3.16,Beginner,Young Adult,Normal,Moderate,63.0,Advanced
FIE_02589,69,175.8,64.9,21.0,Male,Weight Loss,3.21,Advanced,Senior,Normal,Moderate,58.7,Intermediate
FIE_02590,56,170.0,61.9,21.4,Male,Endurance/Cardio,3.41,Advanced,Middle Aged,Normal,Moderate,64.0,Advanced
FIE_02591,23,158.0,81.9,32.8,Female,Weight Loss,2.09,Beginner,Young Adult,Obese,Minimal,43.2,Beginner
FIE_02592,42,162.6,47.3,17.9,Female,Muscle Building,1.82,Some Experience,Adult,Underweight,Minimal,58.9,Intermediate
FIE_02593,47,171.2,63.7,21.7,Male,Weight Loss,5.64,Never Exercised,Middle Aged,Normal,Moderate,52.0,Beginner
FIE_02594,28,152.3,53.3,23.0,Female,Weight Loss,1.0,Beginner,Young Adult,Normal,Minimal,60.5,Advanced
FIE_02595,29,164.6,48.6,18.0,Other,Muscle Building,3.24,Some Experience,Young Adult,Underweight,Moderate,59.0,Intermediate
FIE_02596,41,159.0,59.8,23.7,Female,General Fitness,2.44,Some Experience,Adult,Normal,Minimal,60.5,Intermediate
FIE_02597,22,175.4,78.1,25.4,Male,Endurance/Cardio,6.18,Beginner,Young Adult,Overweight,Moderate,62.7,Advanced
FIE_02598,62,162.2,58.4,22.2,Female,Endurance/Cardio,4.04,Some Experience,Senior,Normal,Moderate,61.1,Intermediate
FIE_02599,36,176.4,88.9,28.6,Male,Weight Loss,4.42,Some Experience,Adult,Overweight,Moderate,60.2,Intermediate
FIE_02600,49,161.2,53.7,20.7,Female,General Fitness,2.42,Beginner,Middle Aged,Normal,Minimal,44.6,Beginner
FIE_02601,48,164.8,89.9,33.1,Female,Weight Loss,6.44,Advanced,Middle Aged,Obese,Moderate,61.8,Intermediate
FIE_02602,50,171.0,65.0,22.2,Female,Muscle Building,17.19,Advanced,Middle Aged,Normal,High,89.7,Athlete
FIE_02603,22,179.9,69.8,21.6,Male,Endurance/Cardio,6.28,Never Exercised,Young Adult,Normal,Moderate,62.9,Advanced
FIE_02604,38,156.7,54.5,22.2,Female,Weight Loss,19.75,Some Experience,Adult,Normal,High,86.3,Athlete
FIE_02605,34,159.6,55.0,21.6,Female,Muscle Building,19.25,Advanced,Adult,Normal,High,91.3,Athlete
FIE_02606,56,162.8,72.6,27.4,Female,Endurance/Cardio,4.49,Beginner,Middle Aged,Overweight,Moderate,51.5,Beginner
FIE_02607,52,160.5,60.7,23.6,Female,Weight Loss,1.47,Advanced,Middle Aged,Normal,Minimal,60.3,Intermediate
FIE_02608,28,154.3,49.7,20.9,Female,General Fitness,19.2,Some Experience,Young Adult,Normal,High,91.3,Athlete
FIE_02609,29,164.2,62.5,23.2,Female,Endurance/Cardio,17.25,Advanced,Young Adult,Normal,High,94.6,Athlete
FIE_02610,39,168.0,60.4,21.4,Female,Weight Loss,5.55,Some Experience,Adult,Normal,Moderate,67.8,Advanced
FIE_02611,56,158.2,68.9,27.5,Male,Endurance/Cardio,1.62,Never Exercised,Middle Aged,Overweight,Minimal,33.0,Beginner
FIE_02612,19,169.6,79.4,27.6,Male,Muscle Building,2.53,Beginner,Young Adult,Overweight,Minimal,54.9,Intermediate
FIE_02613,43,174.4,103.3,34.0,Male,Weight Loss,6.61,Never Exercised,Adult,Obese,Moderate,48.2,Beginner
FIE_02614,25,169.1,64.0,22.4,Female,Endurance/Cardio,1.47,Beginner,Young Adult,Normal,Minimal,53.8,Intermediate
FIE_02615,28,178.1,86.0,27.1,Male,General Fitness,15.58,Advanced,Young Adult,Overweight,High,90.0,Athlete
FIE_02616,35,158.5,55.1,21.9,Female,Endurance/Cardio,2.99,Never Exercised,Adult,Normal,Minimal,50.8,Beginner
FIE_02617,24,178.3,70.8,22.3,Male,Weight Loss,5.99,Some Experience,Young Adult,Normal,Moderate,75.0,Athlete
FIE_02618,61,171.7,99.4,33.7,Male,Muscle Building,10.78,Never Exercised,Senior,Obese,High,54.5,Beginner
FIE_02619,28,181.1,69.5,21.2,Male,General Fitness,2.06,Never Exercised,Young Adult,Normal,Minimal,42.5,Beginner
FIE_02620,27,171.1,72.1,24.6,Male,Weight Loss,4.9,Some Experience,Young Adult,Normal,Moderate,71.8,Athlete
FIE_02621,26,176.1,84.4,27.2,Male,Weight Loss,3.42,Beginner,Young Adult,Overweight,Moderate,54.0,Intermediate
FIE_02622,31,159.2,51.2,20.2,Female,Muscle Building,19.93,Beginner,Adult,Normal,High,83.3,Athlete
FIE_02623,48,163.6,72.6,27.1,Female,Endurance/Cardio,1.87,Beginner,Middle Aged,Overweight,Minimal,44.5,Beginner
FIE_02624,33,159.9,71.0,27.8,Female,Weight Loss,3.0,Advanced,Adult,Overweight,Minimal,61.3,Intermediate
FIE_02625,57,162.5,52.2,19.8,Female,Weight Loss,5.34,Advanced,Middle Aged,Normal,Moderate,71.0,Advanced
FIE_02626,42,159.6,53.7,21.1,Female,Endurance/Cardio,10.48,Advanced,Adult,Normal,High,92.4,Athlete
FIE_02627,68,155.3,68.3,28.3,Female,Weight Loss,18.27,Some Experience,Senior,Overweight,High,66.9,Advanced
FIE_02628,32,184.6,107.6,31.5,Male,Weight Loss,17.65,Some Experience,Adult,Obese,High,74.7,Athlete
FIE_02629,51,167.0,89.9,32.2,Male,Muscle Building,4.48,Advanced,Middle Aged,Obese,Moderate,60.5,Intermediate
FIE_02630,39,154.2,50.1,21.1,Female,Muscle Building,6.83,Some Experience,Adult,Normal,Moderate,75.6,Athlete
FIE_02631,26,177.1,83.8,26.7,Male,Weight Loss,3.25,Beginner,Young Adult,Overweight,Moderate,51.7,Beginner
FIE_02632,39,163.3,58.8,22.0,Male,General Fitness,5.59,Beginner,Adult,Normal,Moderate,68.5,Advanced
FIE_02633,59,163.3,66.0,24.7,Male,General Fitness,11.36,Beginner,Middle Aged,Normal,High,77.0,Athlete
FIE_02634,65,156.8,64.2,26.1,Female,Muscle Building,2.53,Advanced,Senior,Overweight,Minimal,48.7,Beginner
FIE_02635,39,177.7,78.5,24.9,Male,Weight Loss,6.31,Some Experience,Adult,Normal,Moderate,69.5,Advanced
FIE_02636,32,178.4,68.1,21.4,Male,Muscle Building,5.64,Some Experience,Adult,Normal,Moderate,73.1,Athlete
FIE_02637,60,172.5,67.0,22.5,Male,Weight Loss,6.86,Never Exercised,Middle Aged,Normal,Moderate,52.8,Beginner
FIE_02638,34,150.5,77.8,34.4,Female,Muscle Building,1.93,Beginner,Adult,Obese,Minimal,46.3,Beginner
FIE_02639,31,180.4,73.1,22.5,Male,Endurance/Cardio,3.54,Beginner,Adult,Normal,Moderate,59.3,Intermediate
FIE_02640,43,176.0,88.8,28.6,Male,Weight Loss,3.37,Advanced,Adult,Overweight,Moderate,63.6,Advanced
FIE_02641,20,168.2,89.7,31.7,Other,Endurance/Cardio,6.0,Advanced,Young Adult,Obese,Moderate,71.0,Advanced
