User_ID,Age,Height_CM,Weight_KG,BMI,Gender,Fitness_Goal,Available_Hours_Per_Week,Fitness_Experience,Age_Category,BMI_Category,Hours_Category,Activity_Score,Fitness_Level_Class
FIT_01183,,170.8,87.5,30.0,Male,Muscle Building,9.94,Never Exercised,,Obese,High,52.5,Beginner
FIT_01184,57.0,150.0,49.5,22.0,Female,,4.41,Some Experience,Middle Aged,Normal,Moderate,66.6,Advanced
FIT_01185,34.0,175.4,55.4,18.0,Female,Weight Loss,3.45,Advanced,Adult,Underweight,Moderate,68.9,Advanced
FIT_01186,23.0,163.6,70.4,26.3,Male,Endurance/Cardio,2.72,Beginner,Young Adult,Overweight,Minimal,51.2,Beginner
FIT_01187,26.0,153.3,74.6,31.7,Female,General Fitness,5.25,Beginner,Young Adult,Obese,Moderate,54.5,Beginner
FIT_01188,37.0,155.1,55.4,23.0,Female,Weight Loss,5.54,Some Experience,Adult,Normal,Moderate,69.7,Advanced
FIT_01189,33.0,173.4,76.9,25.6,Male,General Fitness,2.6,Some Experience,Adult,Overweight,Minimal,46.3,Beginner
FIT_01190,25.0,163.4,55.9,20.9,Male,Muscle Building,4.45,Some Experience,Young Adult,Normal,Moderate,73.8,Athlete
FIT_01191,23.0,157.8,76.0,30.5,Male,Muscle Building,5.64,Beginner,Young Adult,Obese,Moderate,61.8,Intermediate
FIT_01192,58.0,188.9,97.0,27.2,Male,Endurance/Cardio,2.95,Beginner,Middle Aged,Overweight,Minimal,48.0,Beginner
FIT_01193,21.0,163.5,72.9,27.3,Male,Weight Loss,1.12,Never Exercised,Young Adult,Overweight,Minimal,48.9,Beginner
FIT_01194,38.0,166.4,88.4,31.9,Female,Weight Loss,1.33,Advanced,Adult,Obese,Minimal,52.6,Beginner
FIT_01195,41.0,162.9,86.4,32.6,Female,Endurance/Cardio,5.34,Some Experience,Adult,Obese,Moderate,58.8,Intermediate
FIT_01196,40.0,158.0,83.6,33.5,Female,Weight Loss,5.41,Beginner,Adult,Obese,Moderate,53.0,Beginner
FIT_01197,45.0,176.9,96.3,30.8,Male,General Fitness,1.21,,Adult,Obese,Minimal,31.0,Beginner
FIT_01198,40.0,169.9,63.7,22.1,Male,General Fitness,5.91,Never Exercised,Adult,Normal,Moderate,59.4,Intermediate
FIT_01199,58.0,172.8,66.1,22.1,Male,Muscle Building,15.62,Some Experience,Middle Aged,Normal,High,81.0,Athlete
FIT_01200,32.0,174.8,91.7,30.0,Male,Weight Loss,7.29,Some Experience,Adult,Obese,High,62.2,Intermediate
FIT_01201,32.0,166.2,73.4,26.6,,Endurance/Cardio,1.43,Beginner,Adult,Overweight,Minimal,44.3,Beginner
FIT_01202,57.0,154.5,74.7,31.3,Female,Muscle Building,3.77,Advanced,Middle Aged,Obese,Moderate,61.8,Intermediate
FIT_01203,28.0,158.1,68.0,27.2,Female,Weight Loss,4.83,Beginner,Young Adult,Overweight,Moderate,62.3,Advanced
FIT_01204,53.0,173.2,68.8,22.9,Male,Muscle Building,7.05,Some Experience,Middle Aged,Normal,High,71.9,Advanced
FIT_01205,43.0,162.5,72.8,27.6,Female,Muscle Building,18.76,Some Experience,Adult,Overweight,High,78.9,Athlete
FIT_01206,25.0,172.8,64.4,21.6,Male,Weight Loss,6.13,Some Experience,Young Adult,Normal,Moderate,80.4,Athlete
FIT_01207,33.0,184.0,79.1,23.4,Male,Muscle Building,2.03,Beginner,Adult,Normal,Minimal,58.9,Intermediate
FIT_01208,36.0,177.1,85.1,27.1,Male,Muscle Building,7.28,Advanced,Adult,Overweight,High,72.5,Advanced
FIT_01209,31.0,154.7,47.4,19.8,Female,Endurance/Cardio,8.86,Advanced,Adult,Normal,High,88.4,Athlete
FIT_01210,57.0,156.4,69.4,28.4,Female,Endurance/Cardio,1.47,Advanced,Middle Aged,Overweight,Minimal,52.8,Beginner
FIT_01211,56.0,172.9,66.0,22.1,Male,General Fitness,6.64,Advanced,Middle Aged,Normal,Moderate,71.5,Advanced
FIT_01212,18.0,172.0,78.4,26.5,Male,General Fitness,5.85,Some Experience,Young Adult,Overweight,Moderate,63.1,Advanced
FIT_01213,40.0,181.5,68.3,20.7,Male,Muscle Building,13.39,Some Experience,Adult,Normal,High,90.0,Athlete
FIT_01214,68.0,173.8,90.6,30.0,Male,Muscle Building,6.85,Beginner,Senior,Obese,Moderate,54.7,Beginner
FIT_01215,22.0,165.6,78.8,28.7,Female,Muscle Building,2.61,Advanced,Young Adult,Overweight,Minimal,63.2,Advanced
FIT_01216,53.0,177.4,91.7,29.1,Male,Weight Loss,2.04,Beginner,Middle Aged,Overweight,Minimal,47.1,Beginner
FIT_01217,34.0,164.5,94.7,35.0,Female,Weight Loss,5.63,Advanced,Adult,Obese,Moderate,58.9,Intermediate
FIT_01218,48.0,174.5,68.5,22.5,Male,Muscle Building,4.77,Advanced,Middle Aged,Normal,Moderate,69.9,Advanced
FIT_01219,22.0,165.6,65.5,23.9,Female,General Fitness,2.67,Never Exercised,Young Adult,Normal,Minimal,51.2,Intermediate
FIT_01220,44.0,168.9,60.1,21.1,Male,Muscle Building,2.76,Advanced,Adult,Normal,Minimal,69.4,Advanced
FIT_01221,36.0,159.0,75.9,30.0,Female,General Fitness,1.63,Some Experience,Adult,Obese,Minimal,53.6,Beginner
FIT_01222,51.0,178.9,77.2,24.1,Male,Weight Loss,11.05,Some Experience,Middle Aged,Normal,High,78.0,Athlete
FIT_01223,42.0,179.0,69.5,21.7,Male,Muscle Building,5.43,Advanced,Adult,Normal,Moderate,81.4,Athlete
FIT_01224,26.0,169.9,52.8,18.3,Male,Weight Loss,,Some Experience,Young Adult,Underweight,,65.3,Advanced
FIT_01225,35.0,157.2,70.4,28.5,Female,Weight Loss,4.67,Beginner,Adult,Overweight,Moderate,58.4,Intermediate
FIT_01226,44.0,162.6,64.2,24.3,Female,Muscle Building,4.27,Some Experience,Adult,Normal,Moderate,61.1,Intermediate
FIT_01227,44.0,160.0,59.4,23.2,Female,Endurance/Cardio,14.26,Beginner,Adult,Normal,High,78.2,Athlete
FIT_01228,28.0,163.1,82.4,31.0,Female,Muscle Building,4.13,Some Experience,Young Adult,Obese,Moderate,60.8,Intermediate
FIT_01229,42.0,157.0,73.9,30.0,Male,Endurance/Cardio,1.39,Beginner,Adult,Obese,Minimal,40.0,Beginner
FIT_01230,51.0,150.0,50.5,22.4,Female,Weight Loss,2.52,Never Exercised,Middle Aged,Normal,Minimal,43.7,Beginner
FIT_01231,41.0,163.8,71.3,26.6,Female,Muscle Building,2.04,Beginner,Adult,Overweight,Minimal,52.4,Beginner
FIT_01232,50.0,172.8,80.0,26.8,Male,General Fitness,10.39,Beginner,Middle Aged,Overweight,High,65.4,Advanced
FIT_01233,41.0,168.7,57.7,20.3,Male,Muscle Building,4.79,Beginner,Adult,Normal,Moderate,67.7,Advanced
FIT_01234,41.0,176.2,81.5,26.3,Male,Weight Loss,4.43,Some Experience,Adult,Overweight,Moderate,64.6,Advanced
FIT_01235,56.0,157.5,67.1,27.0,Female,Weight Loss,1.3,,Middle Aged,Overweight,Minimal,43.5,Beginner
FIT_01236,41.0,183.8,94.8,28.1,Male,Weight Loss,1.89,Advanced,Adult,Overweight,Minimal,68.7,Advanced
FIT_01237,24.0,170.7,69.5,23.9,Female,Endurance/Cardio,16.21,Advanced,Young Adult,Normal,High,100.0,Athlete
FIT_01238,30.0,153.8,51.4,21.7,Female,Endurance/Cardio,13.97,Beginner,Young Adult,Normal,High,90.7,Athlete
FIT_01239,60.0,175.7,83.6,27.1,Male,Weight Loss,6.35,Some Experience,Middle Aged,Overweight,Moderate,62.6,Intermediate
FIT_01240,43.0,164.4,63.2,23.4,Male,Weight Loss,19.79,Some Experience,Adult,Normal,High,83.2,Athlete
FIT_01241,32.0,159.7,56.8,22.3,Female,Muscle Building,5.69,Beginner,Adult,Normal,Moderate,58.6,Intermediate
FIT_01242,69.0,184.0,77.9,23.0,Male,Weight Loss,3.53,Beginner,Senior,Normal,Moderate,53.9,Beginner
FIT_01243,53.0,162.6,58.7,22.2,Female,General Fitness,1.25,Beginner,Middle Aged,Normal,Minimal,53.1,Beginner
FIT_01244,37.0,163.3,83.2,31.2,Female,Muscle Building,2.53,Advanced,Adult,Obese,Minimal,64.9,Intermediate
FIT_01245,55.0,165.5,61.8,22.6,Female,Endurance/Cardio,10.09,Never Exercised,Middle Aged,Normal,High,61.8,Intermediate
FIT_01246,30.0,166.4,71.9,26.0,Female,Endurance/Cardio,3.58,Some Experience,Young Adult,Overweight,Moderate,66.9,Advanced
FIT_01247,18.0,163.7,59.9,22.4,Male,Muscle Building,5.48,Advanced,Young Adult,Normal,Moderate,79.8,Athlete
FIT_01248,29.0,156.6,66.7,27.2,Female,Weight Loss,18.87,Some Experience,Young Adult,Overweight,High,87.9,Athlete
FIT_01249,31.0,168.4,63.8,22.5,Male,Endurance/Cardio,2.23,Beginner,Adult,Normal,Minimal,56.9,Intermediate
FIT_01250,19.0,177.1,91.4,29.1,Male,Weight Loss,1.67,Beginner,Young Adult,Overweight,Minimal,47.9,Beginner
FIT_01251,30.0,175.5,66.9,21.7,Male,Endurance/Cardio,3.48,Some Experience,Young Adult,Normal,Moderate,,Beginner
FIT_01252,60.0,162.7,61.5,23.2,Male,Weight Loss,1.6,Never Exercised,Middle Aged,Normal,Minimal,42.7,Beginner
FIT_01253,29.0,164.6,73.2,27.0,Other,Weight Loss,5.93,Beginner,Young Adult,Overweight,Moderate,53.0,Intermediate
FIT_01254,19.0,174.3,64.1,21.1,Male,Weight Loss,11.51,Beginner,Young Adult,Normal,High,80.3,Athlete
FIT_01255,20.0,168.6,63.2,22.2,Male,General Fitness,6.01,Beginner,Young Adult,Normal,Moderate,70.9,Athlete
FIT_01256,21.0,171.6,62.0,21.1,Male,General Fitness,3.37,Beginner,Young Adult,Normal,Moderate,59.9,Intermediate
FIT_01257,,178.9,83.3,26.0,Male,Weight Loss,10.2,Some Experience,,Overweight,High,78.4,Athlete
FIT_01258,54.0,164.5,72.8,26.9,Female,Weight Loss,8.91,Some Experience,Middle Aged,Overweight,High,68.0,Advanced
FIT_01259,18.0,164.5,56.8,21.0,Male,General Fitness,13.55,Never Exercised,Young Adult,Normal,High,71.2,Athlete
FIT_01260,24.0,155.8,57.4,23.6,Female,Endurance/Cardio,1.42,Some Experience,Young Adult,Normal,Minimal,56.1,Intermediate
FIT_01261,20.0,166.1,59.2,21.5,Male,Weight Loss,4.05,Beginner,Young Adult,Normal,Moderate,67.8,Advanced
FIT_01262,69.0,174.7,77.4,25.4,Male,General Fitness,2.63,Beginner,Senior,Overweight,Minimal,31.8,Beginner
FIT_01263,45.0,164.5,65.5,24.2,Female,Endurance/Cardio,6.06,Advanced,Adult,Normal,Moderate,82.7,Athlete
FIT_01264,50.0,164.3,76.9,28.5,Female,Weight Loss,2.89,Never Exercised,Middle Aged,Overweight,Minimal,38.6,Beginner
FIT_01265,21.0,186.6,107.0,30.7,Male,Muscle Building,1.87,Advanced,Young Adult,Obese,Minimal,64.6,Intermediate
FIT_01266,44.0,162.5,75.4,28.6,Male,General Fitness,9.66,Some Experience,Adult,Overweight,High,76.7,Athlete
FIT_01267,33.0,158.6,73.0,29.0,Female,General Fitness,4.18,Some Experience,Adult,Overweight,Moderate,61.3,Intermediate
FIT_01268,19.0,162.2,71.5,27.2,Male,Weight Loss,7.13,Never Exercised,Young Adult,Overweight,High,64.6,Advanced
FIT_01269,48.0,165.9,73.6,26.7,Female,General Fitness,4.72,Beginner,Middle Aged,Overweight,Moderate,47.2,Beginner
FIT_01270,27.0,175.8,68.8,22.3,Male,Muscle Building,3.13,Some Experience,Young Adult,Normal,Moderate,69.2,Advanced
FIT_01271,43.0,159.8,52.0,20.4,Female,Endurance/Cardio,4.56,Beginner,Adult,Normal,Moderate,65.9,Advanced
FIT_01272,46.0,170.7,70.7,24.3,Male,Weight Loss,4.12,Beginner,Middle Aged,Normal,Moderate,64.7,Advanced
FIT_01273,21.0,187.6,70.0,19.9,Male,Muscle Building,3.18,Advanced,Young Adult,Normal,Moderate,80.6,Athlete
FIT_01274,31.0,170.6,80.1,27.5,Male,Weight Loss,6.32,Some Experience,Adult,Overweight,Moderate,63.0,Intermediate
FIT_01275,28.0,179.5,69.3,21.5,Male,Muscle Building,18.82,Beginner,Young Adult,Normal,High,86.4,Athlete
FIT_01276,47.0,168.3,76.4,27.0,Male,Muscle Building,19.82,Advanced,Middle Aged,Overweight,High,87.4,Athlete
FIT_01277,62.0,174.3,52.3,17.2,Male,Endurance/Cardio,6.37,Never Exercised,Senior,Underweight,Moderate,38.2,Beginner
FIT_01278,21.0,169.2,59.3,20.7,Female,Weight Loss,5.21,Some Experience,Young Adult,Normal,Moderate,72.9,Athlete
FIT_01279,18.0,171.2,94.0,32.1,Male,Muscle Building,5.82,Beginner,Young Adult,Obese,Moderate,57.6,Intermediate
FIT_01280,38.0,165.5,62.4,22.8,Female,General Fitness,1.71,Beginner,Adult,Normal,Minimal,54.5,Intermediate
FIT_01281,32.0,158.9,73.1,29.0,Female,,10.03,Beginner,Adult,Overweight,High,75.4,Athlete
FIT_01282,55.0,172.3,73.9,24.9,Male,General Fitness,14.71,Some Experience,Middle Aged,Normal,High,,Beginner
FIT_01283,46.0,162.6,68.4,25.9,Female,General Fitness,6.33,Some Experience,Middle Aged,Overweight,Moderate,61.6,Intermediate
FIT_01284,42.0,163.1,61.6,23.2,Female,Muscle Building,5.96,,Adult,Normal,Moderate,75.5,Athlete
FIT_01285,63.0,161.0,,,Female,Endurance/Cardio,3.7,Never Exercised,Senior,,Moderate,42.8,Beginner
FIT_01286,52.0,182.5,74.2,22.3,Male,Weight Loss,6.98,Some Experience,Middle Aged,Normal,Moderate,71.2,Advanced
FIT_01287,29.0,170.0,69.0,23.9,Female,Weight Loss,2.63,Some Experience,Young Adult,Normal,Minimal,62.6,Advanced
FIT_01288,23.0,159.0,60.1,23.8,Female,Endurance/Cardio,16.63,Some Experience,Young Adult,Normal,High,92.1,Athlete
FIT_01289,51.0,170.8,87.5,30.0,Male,Weight Loss,2.99,Beginner,Middle Aged,Obese,Minimal,32.1,Beginner
FIT_01290,42.0,171.2,110.4,37.7,Male,Muscle Building,19.34,Some Experience,Adult,Obese,High,78.8,Athlete
FIT_01291,42.0,161.5,56.0,21.5,Female,Weight Loss,3.98,Beginner,Adult,Normal,Moderate,59.6,Intermediate
FIT_01292,31.0,162.4,72.5,27.5,Female,Muscle Building,1.85,Beginner,Adult,Overweight,Minimal,40.1,Beginner
FIT_01293,29.0,160.9,61.6,23.8,Female,Muscle Building,3.25,Advanced,Young Adult,Normal,Moderate,74.6,Athlete
FIT_01294,44.0,162.1,55.6,21.2,Female,Muscle Building,5.56,Advanced,Adult,Normal,Moderate,82.1,Athlete
FIT_01295,24.0,157.8,70.4,28.3,Female,General Fitness,4.66,Beginner,Young Adult,Overweight,Moderate,58.4,Intermediate
FIT_01296,59.0,165.1,72.8,26.7,Female,Weight Loss,5.81,Beginner,Middle Aged,Overweight,Moderate,52.2,Beginner
FIT_01297,44.0,176.8,70.3,22.5,Male,Muscle Building,2.05,Advanced,Adult,Normal,Minimal,68.0,Advanced
FIT_01298,44.0,176.6,80.5,25.8,Male,Weight Loss,6.51,Beginner,Adult,Overweight,Moderate,68.7,Advanced
FIT_01299,56.0,164.0,73.4,27.3,Female,General Fitness,2.32,Advanced,Middle Aged,Overweight,Minimal,57.4,Intermediate
FIT_01300,18.0,175.7,69.6,22.5,Male,General Fitness,2.87,Beginner,Young Adult,Normal,Minimal,57.7,Intermediate
FIT_01301,54.0,167.5,51.6,18.4,Female,Muscle Building,16.52,Beginner,Middle Aged,Underweight,High,69.8,Advanced
FIT_01302,39.0,158.9,55.7,22.1,Female,General Fitness,13.21,Beginner,Adult,Normal,High,74.3,Athlete
FIT_01303,46.0,169.7,78.3,27.2,Male,Weight Loss,2.75,Some Experience,Middle Aged,Overweight,Minimal,50.7,Beginner
FIT_01304,52.0,172.7,64.0,21.5,Female,Muscle Building,4.88,Beginner,Middle Aged,Normal,Moderate,57.8,Intermediate
FIT_01305,46.0,157.3,67.4,27.2,Female,Muscle Building,4.6,Some Experience,Middle Aged,Overweight,Moderate,56.3,Intermediate
FIT_01306,62.0,180.4,,,Male,Weight Loss,5.69,Beginner,Senior,,Moderate,48.3,Beginner
FIT_01307,28.0,174.3,85.5,28.1,Male,Endurance/Cardio,8.92,Beginner,Young Adult,Overweight,High,71.9,Athlete
FIT_01308,40.0,169.9,69.4,24.0,Female,Endurance/Cardio,6.79,Advanced,Adult,Normal,Moderate,84.5,Athlete
FIT_01309,18.0,181.4,70.5,21.4,Male,Weight Loss,1.19,Beginner,Young Adult,Normal,Minimal,57.6,Intermediate
FIT_01310,42.0,172.0,80.2,27.1,Male,Muscle Building,4.87,Some Experience,Adult,Overweight,Moderate,58.7,Intermediate
FIT_01311,18.0,182.2,73.4,22.1,Male,Endurance/Cardio,2.24,Beginner,Young Adult,Normal,Minimal,56.8,Intermediate
FIT_01312,38.0,160.4,61.6,23.9,Female,Weight Loss,6.52,Beginner,Adult,Normal,Moderate,63.1,Advanced
FIT_01313,44.0,163.9,63.8,23.7,Female,Muscle Building,6.65,Advanced,Adult,Normal,Moderate,84.8,Athlete
FIT_01314,40.0,177.3,67.8,21.6,Male,Endurance/Cardio,2.96,Beginner,Adult,Normal,Minimal,58.8,Intermediate
FIT_01315,57.0,165.9,70.5,25.6,Female,Weight Loss,2.21,Some Experience,Middle Aged,Overweight,Minimal,50.4,Beginner
FIT_01316,36.0,158.4,69.6,27.7,Female,General Fitness,1.75,Advanced,Adult,Overweight,Minimal,52.8,Beginner
FIT_01317,33.0,185.9,81.8,23.7,Male,Muscle Building,2.2,Never Exercised,Adult,Normal,Minimal,58.9,Intermediate
FIT_01318,60.0,161.9,63.7,24.3,Female,Muscle Building,1.33,Some Experience,Middle Aged,Normal,Minimal,60.3,Intermediate
FIT_01319,59.0,172.2,63.7,21.5,Female,Muscle Building,6.69,Beginner,Middle Aged,Normal,Moderate,61.6,Intermediate
FIT_01320,49.0,150.0,53.2,23.6,Female,Weight Loss,13.34,Some Experience,Middle Aged,Normal,High,85.8,Athlete
FIT_01321,25.0,155.4,51.6,21.4,Female,Endurance/Cardio,15.64,Some Experience,Young Adult,Normal,High,88.2,Athlete
FIT_01322,21.0,166.5,60.5,21.8,Female,General Fitness,5.51,Some Experience,Young Adult,Normal,Moderate,72.9,Athlete
FIT_01323,23.0,158.9,55.5,22.0,Female,Endurance/Cardio,3.24,Some Experience,Young Adult,Normal,Moderate,64.9,Advanced
FIT_01324,44.0,172.7,108.2,36.3,Male,Weight Loss,1.88,Beginner,Adult,Obese,Minimal,55.2,Beginner
FIT_01325,19.0,169.7,79.0,27.4,Male,Muscle Building,1.14,Beginner,Young Adult,Overweight,Minimal,42.4,Beginner
FIT_01326,67.0,178.9,70.8,22.1,Male,Muscle Building,13.29,Some Experience,Senior,Normal,High,77.8,Athlete
FIT_01327,31.0,177.1,69.0,22.0,Male,Weight Loss,3.35,Beginner,Adult,Normal,Moderate,62.1,Advanced
FIT_01328,44.0,157.3,66.6,26.9,Female,General Fitness,3.45,Beginner,Adult,Overweight,Moderate,53.7,Beginner
FIT_01329,42.0,164.4,76.4,28.3,Male,Weight Loss,4.78,Never Exercised,Adult,Overweight,Moderate,44.1,Beginner
FIT_01330,41.0,158.1,62.8,25.1,Female,Muscle Building,6.14,Some Experience,Adult,Overweight,Moderate,73.2,Athlete
FIT_01331,29.0,162.1,60.7,23.1,Male,Endurance/Cardio,1.25,Some Experience,Young Adult,Normal,Minimal,61.9,Advanced
FIT_01332,35.0,156.3,68.9,28.2,Female,General Fitness,1.28,Never Exercised,Adult,Overweight,Minimal,38.1,Beginner
FIT_01333,25.0,174.9,84.8,27.7,Male,Endurance/Cardio,8.33,Advanced,Young Adult,Overweight,High,80.8,Athlete
FIT_01334,41.0,154.7,49.5,20.7,Female,Weight Loss,5.69,Never Exercised,Adult,Normal,Moderate,64.9,Advanced
FIT_01335,45.0,160.0,76.6,29.9,Female,Muscle Building,1.77,Beginner,Adult,Overweight,Minimal,48.1,Beginner
FIT_01336,39.0,161.8,55.7,21.3,Male,Weight Loss,6.89,Advanced,Adult,Normal,Moderate,82.4,Athlete
FIT_01337,28.0,187.3,69.2,19.7,Male,Endurance/Cardio,5.34,,Young Adult,Normal,Moderate,56.9,Intermediate
FIT_01338,21.0,163.4,59.5,22.3,Female,Endurance/Cardio,6.97,Some Experience,Young Adult,Normal,Moderate,74.2,Athlete
FIT_01339,22.0,167.9,62.5,22.2,Female,Muscle Building,1.23,Some Experience,Young Adult,Normal,Minimal,66.5,Advanced
FIT_01340,34.0,190.8,81.0,22.2,Male,Endurance/Cardio,14.02,Beginner,Adult,Normal,High,80.0,Athlete
FIT_01341,24.0,171.2,61.4,20.9,Male,Muscle Building,2.41,Some Experience,Young Adult,Normal,Minimal,64.5,Advanced
FIT_01342,37.0,172.8,81.9,27.4,Female,Weight Loss,4.44,Never Exercised,Adult,Overweight,Moderate,41.4,Beginner
FIT_01343,29.0,177.6,72.8,23.1,Male,Endurance/Cardio,10.86,Some Experience,Young Adult,Normal,High,87.5,Athlete
FIT_01344,,161.1,83.5,32.2,Male,Endurance/Cardio,2.95,Never Exercised,,Obese,Minimal,33.8,Beginner
FIT_01345,45.0,170.2,63.1,21.8,Male,Muscle Building,2.5,Some Experience,Adult,Normal,Minimal,67.7,Advanced
FIT_01346,22.0,161.5,58.4,22.4,Male,Muscle Building,4.93,Some Experience,Young Adult,Normal,Moderate,76.8,Athlete
FIT_01347,45.0,168.8,79.9,28.0,Male,General Fitness,6.6,Beginner,Adult,Overweight,Moderate,62.0,Intermediate
FIT_01348,38.0,181.6,91.5,27.7,Male,General Fitness,4.76,Some Experience,Adult,Overweight,Moderate,63.6,Advanced
FIT_01349,29.0,160.0,70.1,27.4,Female,Muscle Building,3.96,Beginner,Young Adult,Overweight,Moderate,68.5,Advanced
FIT_01350,58.0,157.7,60.1,24.2,Female,Muscle Building,2.81,Advanced,Middle Aged,Normal,Minimal,53.8,Beginner
FIT_01351,41.0,161.4,86.1,33.1,Female,General Fitness,4.36,Beginner,Adult,Obese,Moderate,50.5,Beginner
FIT_01352,67.0,171.3,96.4,32.9,Male,General Fitness,1.24,Some Experience,Senior,Obese,Minimal,39.5,Beginner
FIT_01353,47.0,163.6,57.9,21.6,Male,General Fitness,19.31,Advanced,Middle Aged,Normal,High,82.5,Athlete
FIT_01354,21.0,162.1,62.6,23.8,Male,Endurance/Cardio,3.24,Some Experience,Young Adult,Normal,Moderate,72.2,Athlete
FIT_01355,59.0,161.2,78.0,30.0,Male,Muscle Building,2.29,Advanced,Middle Aged,Obese,Minimal,50.6,Beginner
FIT_01356,41.0,160.8,56.8,22.0,Female,Weight Loss,6.23,Advanced,Adult,Normal,Moderate,73.0,Athlete
FIT_01357,20.0,156.4,58.4,23.9,Male,General Fitness,4.61,Beginner,Young Adult,Normal,Moderate,64.3,Advanced
FIT_01358,38.0,174.8,81.9,26.8,Female,Weight Loss,1.98,Beginner,Adult,Overweight,Minimal,51.3,Beginner
FIT_01359,39.0,157.0,56.6,23.0,Female,Muscle Building,2.36,,Adult,Normal,Minimal,68.6,Advanced
FIT_01360,37.0,154.4,64.3,27.0,Female,Muscle Building,15.01,Beginner,Adult,Overweight,High,77.8,Athlete
FIT_01361,27.0,158.1,57.4,23.0,Female,General Fitness,2.17,Some Experience,Young Adult,Normal,Minimal,69.9,Advanced
FIT_01362,46.0,162.8,62.4,23.5,Female,Endurance/Cardio,9.34,Some Experience,Middle Aged,Normal,High,78.1,Athlete
FIT_01363,45.0,161.9,89.9,34.3,Female,Muscle Building,16.28,Advanced,Adult,Obese,High,78.7,Athlete
FIT_01364,63.0,169.7,82.5,28.6,Male,Muscle Building,6.64,Some Experience,Senior,Overweight,Moderate,64.6,Intermediate
FIT_01365,58.0,168.4,80.9,28.5,Male,Endurance/Cardio,4.37,Never Exercised,Middle Aged,Overweight,Moderate,41.0,Beginner
FIT_01366,48.0,179.0,106.3,33.2,Male,Endurance/Cardio,13.0,Beginner,Middle Aged,Obese,High,74.2,Advanced
FIT_01367,49.0,163.1,95.4,35.9,Female,Muscle Building,10.49,Some Experience,Middle Aged,Obese,High,72.4,Advanced
FIT_01368,19.0,161.7,56.3,21.5,Female,Weight Loss,1.8,Beginner,Young Adult,Normal,Minimal,62.3,Advanced
FIT_01369,50.0,160.3,62.7,24.4,Female,Weight Loss,6.26,Beginner,Middle Aged,Normal,Moderate,71.7,Advanced
FIT_01370,39.0,162.6,75.6,28.6,Female,Muscle Building,3.11,Advanced,Adult,Overweight,Moderate,69.7,Advanced
FIT_01371,22.0,162.9,72.8,27.4,Male,Endurance/Cardio,2.72,Advanced,Young Adult,Overweight,Minimal,67.1,Advanced
FIT_01372,28.0,182.2,120.0,36.1,Male,Weight Loss,4.99,Beginner,Young Adult,Obese,Moderate,47.1,Beginner
FIT_01373,31.0,190.4,101.5,28.0,Male,Endurance/Cardio,2.92,Beginner,Adult,Overweight,Minimal,53.5,Beginner
FIT_01374,29.0,175.6,83.0,26.9,Male,Muscle Building,4.77,Never Exercised,Young Adult,Overweight,Moderate,53.7,Intermediate
FIT_01375,50.0,173.8,90.6,30.0,Male,Endurance/Cardio,8.79,Beginner,Middle Aged,Obese,High,57.5,Beginner
FIT_01376,37.0,173.8,82.1,27.2,Male,Weight Loss,1.48,Some Experience,Adult,Overweight,Minimal,55.3,Intermediate
FIT_01377,61.0,174.6,81.7,26.8,Male,Muscle Building,8.64,Advanced,Senior,Overweight,High,72.7,Advanced
FIT_01378,48.0,179.1,104.9,32.7,Male,Endurance/Cardio,5.08,Some Experience,Middle Aged,Obese,Moderate,57.7,Beginner
FIT_01379,44.0,173.0,73.0,24.4,Male,Weight Loss,4.59,Beginner,Adult,Normal,Moderate,65.0,Advanced
FIT_01380,23.0,178.6,72.3,22.7,Male,Weight Loss,3.15,Some Experience,Young Adult,Normal,Moderate,59.5,Intermediate
FIT_01381,57.0,163.6,49.9,18.6,Female,Weight Loss,5.97,Beginner,Middle Aged,Normal,Moderate,63.6,Intermediate
FIT_01382,36.0,152.9,70.7,30.2,Female,Weight Loss,1.15,Never Exercised,Adult,Obese,Minimal,39.8,Beginner
FIT_01383,67.0,170.2,67.6,23.3,Male,Endurance/Cardio,1.77,,Senior,Normal,Minimal,45.8,Beginner
FIT_01384,29.0,161.8,78.3,29.9,Female,Weight Loss,2.03,Advanced,Young Adult,Overweight,Minimal,60.6,Intermediate
FIT_01385,43.0,180.6,71.3,21.9,Male,Muscle Building,1.26,Advanced,Adult,Normal,Minimal,69.2,Advanced
FIT_01386,34.0,156.7,55.5,22.6,Female,General Fitness,16.52,Beginner,Adult,Normal,High,74.7,Athlete
FIT_01387,25.0,183.1,88.8,26.5,Male,General Fitness,2.02,,Young Adult,Overweight,Minimal,45.9,Beginner
FIT_01388,29.0,157.4,64.8,26.2,,Weight Loss,3.76,Some Experience,Young Adult,Overweight,Moderate,64.6,Advanced
FIT_01389,59.0,166.4,73.4,26.5,Female,General Fitness,3.43,Some Experience,Middle Aged,Overweight,Moderate,54.0,Beginner
FIT_01390,53.0,169.1,70.1,24.5,,General Fitness,5.16,Beginner,Middle Aged,Normal,Moderate,52.5,Beginner
FIT_01391,65.0,166.1,65.5,23.7,Female,Weight Loss,2.65,Some Experience,Senior,Normal,Minimal,49.2,Beginner
FIT_01392,19.0,166.8,61.2,22.0,Female,Weight Loss,2.89,Beginner,Young Adult,Normal,Minimal,64.6,Advanced
FIT_01393,52.0,177.7,87.8,27.8,Male,Weight Loss,18.48,Beginner,Middle Aged,Overweight,High,70.0,Advanced
